nan,nan,nan
2.817138004302978516e+03,1.079190845489501953e+04,9.514088630676269531e+02
2.822802114486694336e+03,1.060282869338989258e+04,1.149454593658447266e+03
2.822363185882568359e+03,1.043711490631103516e+04,1.334739565849304199e+03
2.824280548095703125e+03,1.028708858489990234e+04,1.511117339134216309e+03
2.824328231811523438e+03,1.013779659271240234e+04,1.673698186874389648e+03
2.825736093521118164e+03,9.992940616607666016e+03,1.826638936996459961e+03
2.826051998138427734e+03,9.865930271148681641e+03,1.972197175025939941e+03
2.827985811233520508e+03,9.727720451354980469e+03,2.108595848083496094e+03
2.828768539428710938e+03,9.614363861083984375e+03,2.241673231124877930e+03
2.831462907791137695e+03,9.484099578857421875e+03,2.365438938140869141e+03
2.832632350921630859e+03,9.379339408874511719e+03,2.486450195312500000e+03
2.835470962524414062e+03,9.261594486236572266e+03,2.599555969238281250e+03
2.836332845687866211e+03,9.157960128784179688e+03,2.709733009338378906e+03
2.839137601852416992e+03,9.054467391967773438e+03,2.813890933990478516e+03
2.839969205856323242e+03,8.952786159515380859e+03,2.912929296493530273e+03
2.841921377182006836e+03,8.860904884338378906e+03,3.008798122406005859e+03
2.843582916259765625e+03,8.761601161956787109e+03,3.099399089813232422e+03
2.845780897140502930e+03,8.678100776672363281e+03,3.187996864318847656e+03
2.848249244689941406e+03,8.583245468139648438e+03,3.270690917968750000e+03
2.849135208129882812e+03,8.502755832672119141e+03,3.352448463439941406e+03
2.852450180053710938e+03,8.416329574584960938e+03,3.429475307464599609e+03
2.853331851959228516e+03,8.336174201965332031e+03,3.504043102264404297e+03
2.856282758712768555e+03,8.257439327239990234e+03,3.575689315795898438e+03
2.857345151901245117e+03,8.178618144989013672e+03,3.644193649291992188e+03
2.860774564743041992e+03,8.107444477081298828e+03,3.710887670516967773e+03
2.862101840972900391e+03,8.028993797302246094e+03,3.773010492324829102e+03
2.864879655838012695e+03,7.962194156646728516e+03,3.834971904754638672e+03
2.866224098205566406e+03,7.886267375946044922e+03,3.892244815826416016e+03
2.868676233291625977e+03,7.822993469238281250e+03,3.949583530426025391e+03
2.869734096527099609e+03,7.749890041351318359e+03,4.002060890197753906e+03
2.871729183197021484e+03,7.688858222961425781e+03,4.055246353149414062e+03
2.872627782821655273e+03,7.619560432434082031e+03,4.104433536529541016e+03
2.875345039367675781e+03,7.560653877258300781e+03,4.153296470642089844e+03
2.875796604156494141e+03,7.493592929840087891e+03,4.197981834411621094e+03
2.878456401824951172e+03,7.435312938690185547e+03,4.242926120758056641e+03
2.878330755233764648e+03,7.372437191009521484e+03,4.284903526306152344e+03
2.881230640411376953e+03,7.313735675811767578e+03,4.325712680816650391e+03
2.880895662307739258e+03,7.255762290954589844e+03,4.364600658416748047e+03
2.883074569702148438e+03,7.195161056518554688e+03,4.400798797607421875e+03
2.883250999450683594e+03,7.142311286926269531e+03,4.437284469604492188e+03
2.884826707839965820e+03,7.081638050079345703e+03,4.470298767089843750e+03
2.886236000061035156e+03,7.031530570983886719e+03,4.503475666046142578e+03
2.886293935775756836e+03,6.973094177246093750e+03,4.533180713653564453e+03
2.888587284088134766e+03,6.921575736999511719e+03,4.562656879425048828e+03
2.887790966033935547e+03,6.868978214263916016e+03,4.590245246887207031e+03
2.889779853820800781e+03,6.813718986511230469e+03,4.615483283996582031e+03
2.890244531631469727e+03,6.766269397735595703e+03,4.640877723693847656e+03
2.890101718902587891e+03,6.712053012847900391e+03,4.663218498229980469e+03
2.891777563095092773e+03,6.663533878326416016e+03,4.685245513916015625e+03
2.890831756591796875e+03,6.614720058441162109e+03,4.705487251281738281e+03
2.891948747634887695e+03,6.563330841064453125e+03,4.724291801452636719e+03
2.892593193054199219e+03,6.518156242370605469e+03,4.742078781127929688e+03
2.891394662857055664e+03,6.468967628479003906e+03,4.757746696472167969e+03
2.892866420745849609e+03,6.421088886260986328e+03,4.772467613220214844e+03
2.892058181762695312e+03,6.376630973815917969e+03,4.785876274108886719e+03
2.890960979461669922e+03,6.328657102584838867e+03,4.797935485839843750e+03
2.891884613037109375e+03,6.283665132522583008e+03,4.808876991271972656e+03
2.890494871139526367e+03,6.240101289749145508e+03,4.818356513977050781e+03
2.889153528213500977e+03,6.194158267974853516e+03,4.827073097229003906e+03
2.889094400405883789e+03,6.150519323348999023e+03,4.834251403808593750e+03
2.887307214736938477e+03,6.107592058181762695e+03,4.839845657348632812e+03
2.885990905761718750e+03,6.064105224609375000e+03,4.845531940460205078e+03
2.885650444030761719e+03,6.022246313095092773e+03,4.849548339843750000e+03
2.883757162094116211e+03,5.980200958251953125e+03,4.851716518402099609e+03
2.882166671752929688e+03,5.938032817840576172e+03,4.853687286376953125e+03
2.881702470779418945e+03,5.897293758392333984e+03,4.854358673095703125e+03
2.879763174057006836e+03,5.856635761260986328e+03,4.852849960327148438e+03
2.877795743942260742e+03,5.815550279617309570e+03,4.851180076599121094e+03
2.877093839645385742e+03,5.776374292373657227e+03,4.848832607269287109e+03
2.875446128845214844e+03,5.736826133728027344e+03,4.844109058380126953e+03
2.873003768920898438e+03,5.697001409530639648e+03,4.838652133941650391e+03
2.871576118469238281e+03,5.658253622055053711e+03,4.832977771759033203e+03
2.870224046707153320e+03,5.620099258422851562e+03,4.825290679931640625e+03
