x,y,z
2.742024469375610352e+03,7.014290046691894531e+03,5.181792259216308594e+03
2.737900066375732422e+03,6.965282630920410156e+03,5.210618019104003906e+03
2.736520338058471680e+03,6.913491439819335938e+03,5.237070083618164062e+03
2.734486627578735352e+03,6.870996665954589844e+03,5.264955520629882812e+03
2.730798530578613281e+03,6.818738174438476562e+03,5.287090301513671875e+03
2.730437088012695312e+03,6.774635505676269531e+03,5.312582492828369141e+03
2.726639318466186523e+03,6.728859138488769531e+03,5.334176540374755859e+03
2.723953533172607422e+03,6.677165699005126953e+03,5.352278232574462891e+03
nan,nan,nan
2.719444084167480469e+03,6.589613628387451172e+03,5.391434192657470703e+03
2.717151212692260742e+03,6.540911865234375000e+03,5.406184196472167969e+03
2.715498971939086914e+03,6.500384998321533203e+03,5.423769950866699219e+03
2.711709785461425781e+03,6.455524158477783203e+03,5.436497688293457031e+03
2.709823656082153320e+03,6.410372924804687500e+03,5.449110984802246094e+03
2.708431053161621094e+03,6.370646667480468750e+03,5.461661338806152344e+03
2.704634952545166016e+03,6.326321792602539062e+03,5.470111846923828125e+03
2.702599334716796875e+03,6.282326889038085938e+03,5.479456901550292969e+03
2.701172399520874023e+03,6.243083429336547852e+03,5.487998962402343750e+03
2.697454977035522461e+03,6.199862670898437500e+03,5.492599964141845703e+03
2.694610881805419922e+03,6.155759048461914062e+03,5.497505187988281250e+03
2.693218040466308594e+03,6.116771888732910156e+03,5.502752304077148438e+03
2.689897346496582031e+03,6.076152992248535156e+03,5.504003524780273438e+03
2.686586189270019531e+03,6.033400011062622070e+03,5.504285812377929688e+03
2.684536504745483398e+03,5.993860912322998047e+03,5.505317687988281250e+03
2.681653308868408203e+03,5.955203008651733398e+03,5.503889083862304688e+03
2.677803802490234375e+03,5.914939594268798828e+03,5.500820159912109375e+03
2.675336885452270508e+03,5.875996303558349609e+03,5.498270988464355469e+03
2.673010635375976562e+03,5.838427257537841797e+03,5.493740558624267578e+03
2.669228363037109375e+03,5.799451303482055664e+03,5.486948013305664062e+03
2.665782260894775391e+03,5.760286521911621094e+03,5.480267047882080078e+03
2.663556861877441406e+03,5.723777961730957031e+03,5.472918987274169922e+03
2.660202789306640625e+03,5.686390113830566406e+03,5.462769508361816406e+03
2.656016635894775391e+03,5.647750806808471680e+03,5.451599121093750000e+03
2.652844238281250000e+03,5.610769224166870117e+03,5.440729141235351562e+03
2.649845886230468750e+03,5.575075578689575195e+03,5.427917957305908203e+03
2.646067190170288086e+03,5.538908910751342773e+03,5.413383483886718750e+03
2.642017889022827148e+03,5.502473545074462891e+03,5.398331642150878906e+03
2.638528633117675781e+03,5.467297983169555664e+03,5.382919311523437500e+03
2.635022926330566406e+03,5.433008861541748047e+03,5.366019725799560547e+03
2.630729484558105469e+03,5.397689294815063477e+03,5.347670555114746094e+03
2.626808214187622070e+03,5.362999153137207031e+03,5.329222202301025391e+03
2.623420763015747070e+03,5.329574537277221680e+03,5.310102462768554688e+03
2.619462776184082031e+03,5.296257686614990234e+03,5.289111137390136719e+03
2.614985036849975586e+03,5.261801671981811523e+03,5.267001152038574219e+03
2.611058044433593750e+03,5.227853965759277344e+03,5.244885444641113281e+03
2.608012485504150391e+03,5.195684623718261719e+03,5.221780776977539062e+03
2.604300069808959961e+03,5.163152170181274414e+03,5.196541786193847656e+03
2.599668550491333008e+03,5.129671764373779297e+03,5.170192718505859375e+03
2.595206308364868164e+03,5.096363735198974609e+03,5.143840312957763672e+03
2.592001008987426758e+03,5.065071535110473633e+03,5.117038726806640625e+03
2.588702249526977539e+03,5.034245443344116211e+03,5.088394641876220703e+03
2.584455060958862305e+03,5.002937507629394531e+03,5.058445930480957031e+03
2.579818534851074219e+03,4.971130323410034180e+03,5.028113365173339844e+03
2.576029109954833984e+03,4.940249156951904297e+03,4.997522830963134766e+03
2.572795200347900391e+03,4.910347414016723633e+03,4.965496063232421875e+03
2.568781661987304688e+03,4.880617809295654297e+03,4.932041168212890625e+03
2.564106512069702148e+03,4.850492906570434570e+03,4.898390769958496094e+03
2.560064125061035156e+03,4.820561122894287109e+03,4.864531517028808594e+03
2.557092714309692383e+03,4.791679811477661133e+03,4.829589843750000000e+03
2.553644943237304688e+03,4.763136816024780273e+03,4.792724609375000000e+03
2.548818635940551758e+03,4.734125804901123047e+03,4.754890441894531250e+03
2.544140863418579102e+03,4.705411148071289062e+03,4.717706203460693359e+03
2.540808010101318359e+03,4.677539062500000000e+03,4.680170059204101562e+03
2.538072156906127930e+03,4.650089216232299805e+03,4.640826702117919922e+03
2.534304666519165039e+03,4.622285318374633789e+03,4.599585056304931641e+03
2.529083538055419922e+03,4.594192695617675781e+03,4.557865142822265625e+03
2.524429845809936523e+03,4.567126464843750000e+03,4.517029762268066406e+03
2.521311807632446289e+03,4.541097831726074219e+03,4.475585937500000000e+03
2.518663215637207031e+03,4.515225124359130859e+03,4.432398319244384766e+03
2.514560270309448242e+03,4.489357185363769531e+03,4.387943267822265625e+03
2.509187984466552734e+03,4.463223648071289062e+03,4.343520641326904297e+03
2.504724073410034180e+03,4.437641572952270508e+03,4.299608230590820312e+03
2.501961040496826172e+03,4.412675571441650391e+03,4.254689216613769531e+03
2.499123859405517578e+03,4.387825679779052734e+03,4.207897663116455078e+03
2.494436073303222656e+03,4.363110971450805664e+03,4.160677909851074219e+03
2.489085483551025391e+03,4.338556480407714844e+03,4.114312171936035156e+03
2.485734272003173828e+03,4.314723682403564453e+03,4.067977428436279297e+03
2.483622837066650391e+03,4.291048955917358398e+03,4.019830703735351562e+03
2.480700540542602539e+03,4.267230224609375000e+03,3.969832420349121094e+03
2.475130367279052734e+03,4.243129682540893555e+03,3.919620990753173828e+03
2.470157194137573242e+03,4.220206451416015625e+03,3.870828628540039062e+03
2.467838573455810547e+03,4.198225688934326172e+03,3.821674346923828125e+03
2.466066884994506836e+03,4.176131677627563477e+03,3.770624160766601562e+03
2.462688016891479492e+03,4.153251600265502930e+03,3.717819690704345703e+03
2.456903982162475586e+03,4.129969549179077148e+03,3.665330886840820312e+03
2.452735471725463867e+03,4.108914804458618164e+03,3.614072799682617188e+03
2.450964736938476562e+03,4.088669729232788086e+03,3.562201499938964844e+03
2.449215698242187500e+03,4.068423223495483398e+03,3.508519172668457031e+03
2.444891262054443359e+03,4.048104238510131836e+03,3.454061031341552734e+03
2.439477729797363281e+03,4.027647447586059570e+03,3.400515317916870117e+03
2.436526584625244141e+03,4.007846546173095703e+03,3.347038269042968750e+03
2.435284423828125000e+03,3.988655996322631836e+03,3.292097330093383789e+03
2.432481575012207031e+03,3.969683837890625000e+03,3.235839605331420898e+03
2.426965522766113281e+03,3.950713586807250977e+03,3.180057764053344727e+03
2.422946739196777344e+03,3.932321977615356445e+03,3.125159978866577148e+03
2.421788978576660156e+03,3.914464902877807617e+03,3.069322586059570312e+03
2.420601654052734375e+03,3.896491241455078125e+03,3.011490345001220703e+03
2.415906953811645508e+03,3.877942276000976562e+03,2.952853441238403320e+03
2.410110044479370117e+03,3.860555124282836914e+03,2.895560264587402344e+03
2.407991695404052734e+03,3.844243955612182617e+03,2.838561534881591797e+03
2.407632637023925781e+03,3.827868413925170898e+03,2.780160427093505859e+03
2.405110168457031250e+03,3.810701084136962891e+03,2.720100879669189453e+03
2.398760843276977539e+03,3.792553377151489258e+03,2.660199880599975586e+03
2.394775915145874023e+03,3.777236890792846680e+03,2.601554155349731445e+03
2.394234704971313477e+03,3.762535524368286133e+03,2.542351245880126953e+03
2.393396902084350586e+03,3.747555446624755859e+03,2.481651067733764648e+03
2.388196516036987305e+03,3.732219409942626953e+03,2.420828104019165039e+03
2.382583904266357422e+03,3.716581535339355469e+03,2.360681295394897461e+03
2.381547975540161133e+03,3.702295255661010742e+03,2.300323247909545898e+03
2.381530332565307617e+03,3.688112211227416992e+03,2.238592147827148438e+03
2.376943874359130859e+03,3.673391532897949219e+03,2.176688909530639648e+03
2.370699691772460938e+03,3.659496974945068359e+03,2.115760087966918945e+03
2.369536209106445312e+03,3.646854829788208008e+03,2.054268836975097656e+03
2.370504426956176758e+03,3.633600187301635742e+03,1.991555452346801758e+03
2.367339420318603516e+03,3.619330358505249023e+03,1.927918553352355957e+03
2.359570312500000000e+03,3.606219244003295898e+03,1.864874839782714844e+03
2.357395935058593750e+03,3.595023345947265625e+03,1.802165985107421875e+03
2.358734416961669922e+03,3.583144140243530273e+03,1.738819360733032227e+03
2.357277202606201172e+03,3.570381832122802734e+03,1.674337983131408691e+03
2.349340486526489258e+03,3.555876922607421875e+03,1.609926104545593262e+03
2.345832157135009766e+03,3.545793962478637695e+03,1.546148180961608887e+03
2.347304630279541016e+03,3.535263013839721680e+03,1.482016563415527344e+03
2.346515464782714844e+03,3.524615955352783203e+03,1.417187929153442383e+03
2.338943767547607422e+03,3.513100099563598633e+03,1.352748394012451172e+03
2.335249233245849609e+03,3.502059173583984375e+03,1.288116455078125000e+03
nan,nan,nan
2.336129236221313477e+03,3.481303167343139648e+03,1.157439231872558594e+03
