nan,nan,nan
2.980221080780029297e+03,1.068017883300781250e+04,1.341690301895141602e+03
2.997010040283203125e+03,1.055240316390991211e+04,1.463326454162597656e+03
3.015109109878540039e+03,1.043963212966918945e+04,1.580039739608764648e+03
3.032580423355102539e+03,1.032905836105346680e+04,1.689638137817382812e+03
3.049473094940185547e+03,1.022474021911621094e+04,1.795337796211242676e+03
3.066642808914184570e+03,1.012177629470825195e+04,1.895747184753417969e+03
3.081811475753784180e+03,1.003083057403564453e+04,1.993451833724975586e+03
3.099167394638061523e+03,9.929185581207275391e+03,2.084778785705566406e+03
3.114462423324584961e+03,9.834881019592285156e+03,2.172033309936523438e+03
3.129764366149902344e+03,9.754801464080810547e+03,2.258734226226806641e+03
3.146569538116455078e+03,9.654590797424316406e+03,2.339589118957519531e+03
3.161770629882812500e+03,9.575711441040039062e+03,2.419453382492065430e+03
3.175391006469726562e+03,9.492727947235107422e+03,2.494825363159179688e+03
3.189384746551513672e+03,9.406489562988281250e+03,2.566323995590209961e+03
3.202553319931030273e+03,9.333183002471923828e+03,2.637007236480712891e+03
3.214462327957153320e+03,9.251820755004882812e+03,2.704447269439697266e+03
3.227836418151855469e+03,9.176880550384521484e+03,2.769549846649169922e+03
3.239584016799926758e+03,9.106814575195312500e+03,2.832569122314453125e+03
3.252102661132812500e+03,9.027888011932373047e+03,2.891402959823608398e+03
3.263989734649658203e+03,8.960536670684814453e+03,2.949116706848144531e+03
3.274447965621948242e+03,8.892541599273681641e+03,3.005084276199340820e+03
3.286971855163574219e+03,8.817967605590820312e+03,3.056973934173583984e+03
3.298113393783569336e+03,8.754767131805419922e+03,3.108400344848632812e+03
3.308516550064086914e+03,8.687376213073730469e+03,3.157099723815917969e+03
3.319754409790039062e+03,8.619881820678710938e+03,3.202475070953369141e+03
3.329652833938598633e+03,8.560094547271728516e+03,3.248002767562866211e+03
3.339338827133178711e+03,8.494654369354248047e+03,3.291094779968261719e+03
3.350577163696289062e+03,8.432779026031494141e+03,3.332020282745361328e+03
3.360224056243896484e+03,8.375797462463378906e+03,3.372249126434326172e+03
3.370694446563720703e+03,8.310617160797119141e+03,3.409270048141479492e+03
3.381169366836547852e+03,8.253220748901367188e+03,3.444941997528076172e+03
3.390112209320068359e+03,8.197597217559814453e+03,3.480032444000244141e+03
3.400060701370239258e+03,8.136028480529785156e+03,3.512455701828002930e+03
3.410513687133789062e+03,8.079815578460693359e+03,3.543555974960327148e+03
3.419234800338745117e+03,8.025663566589355469e+03,3.573732852935791016e+03
3.428255844116210938e+03,7.968172264099121094e+03,3.601781368255615234e+03
3.437746810913085938e+03,7.914084625244140625e+03,3.628173828125000000e+03
3.445806074142456055e+03,7.861679267883300781e+03,3.653818368911743164e+03
